date,state_abbreviation,state_name,doses_distributed_cumulative,doses_administered_cumulative,new_doses_distributed,new_doses_administered,new_doses_distributed_7_day_rolling_avg,new_doses_administered_7_day_rolling_avg
2021-01-04,AK,Alaska,74925.0,18937,,,,
2021-01-05,AK,Alaska,76200.0,19050,1275.0,113.0,,
2021-01-06,AK,Alaska,80300.0,20106,4100.0,1056.0,,
2021-01-07,AK,Alaska,87325.0,21830,7025.0,1724.0,,
2021-01-08,AK,Alaska,93175.0,24562,5850.0,2732.0,,
2021-01-09,AK,Alaska,93175.0,24562,0.0,0.0,,
2021-01-10,AK,Alaska,93175.0,24562,0.0,0.0,,
2021-01-11,AK,Alaska,132350.0,35027,39175.0,10465.0,8203.57,2298.57
2021-01-12,AK,Alaska,141600.0,35838,9250.0,811.0,9342.86,2398.29
2021-01-13,AK,Alaska,149475.0,38680,7875.0,2842.0,9882.14,2653.43
2021-01-14,AK,Alaska,150450.0,42596,975.0,3916.0,9017.86,2966.57
2021-01-15,AK,Alaska,150450.0,49039,0.0,6443.0,8182.14,3496.71
2021-01-16,AK,Alaska,150450.0,49039,0.0,0.0,8182.14,3496.71
2021-01-17,AK,Alaska,150450.0,49039,0.0,0.0,8182.14,3496.71
2021-01-18,AK,Alaska,150450.0,49039,0.0,0.0,2585.71,2001.71
2021-01-19,AK,Alaska,150450.0,66331,0.0,17292.0,1264.29,4356.14
2021-01-20,AK,Alaska,150350.0,68293,-100.0,1962.0,125.0,4230.43
2021-01-21,AK,Alaska,154325.0,71907,3975.0,3614.0,553.57,4187.29
2021-01-22,AK,Alaska,155500.0,81096,1175.0,9189.0,721.43,4579.57
2021-01-23,AK,Alaska,155700.0,88344,200.0,7248.0,750.0,5615.0
2021-01-24,AK,Alaska,155700.0,94257,0.0,5913.0,750.0,6459.71
2021-01-25,AK,Alaska,155700.0,97031,0.0,2774.0,750.0,6856.0
2021-01-26,AK,Alaska,162925.0,98149,7225.0,1118.0,1782.14,4545.43
2021-01-27,AK,Alaska,170575.0,101597,7650.0,3448.0,2889.29,4757.71
2021-01-28,AK,Alaska,178075.0,105858,7500.0,4261.0,3392.86,4850.14
2021-01-29,AK,Alaska,192350.0,110396,14275.0,4538.0,5264.29,4185.71
2021-01-30,AK,Alaska,193150.0,115268,800.0,4872.0,5350.0,3846.29
2021-01-31,AK,Alaska,193150.0,119590,0.0,4322.0,5350.0,3619.0
2021-02-01,AK,Alaska,193150.0,122020,0.0,2430.0,5350.0,3569.86
2021-02-02,AK,Alaska,196975.0,123443,3825.0,1423.0,4864.29,3613.43
2021-02-03,AK,Alaska,229975.0,125765,33000.0,2322.0,8485.71,3452.57
2021-02-04,AK,Alaska,240325.0,129936,10350.0,4171.0,8892.86,3439.71
2021-02-05,AK,Alaska,245700.0,134002,5375.0,4066.0,7621.43,3372.29
2021-02-06,AK,Alaska,248500.0,139147,2800.0,5145.0,7907.14,3411.29
2021-02-07,AK,Alaska,248500.0,146082,0.0,6935.0,7907.14,3784.57
2021-02-08,AK,Alaska,248500.0,150934,0.0,4852.0,7907.14,4130.57
2021-02-09,AK,Alaska,256900.0,152874,8400.0,1940.0,8560.71,4204.43
2021-02-10,AK,Alaska,260300.0,156255,3400.0,3381.0,4332.14,4355.71
2021-02-11,AK,Alaska,270250.0,162273,9950.0,6018.0,4275.0,4619.57
2021-02-12,AK,Alaska,271350.0,167436,1100.0,5163.0,3664.29,4776.29
2021-02-13,AK,Alaska,271550.0,175138,200.0,7702.0,3292.86,5141.57
2021-02-14,AK,Alaska,271550.0,183831,0.0,8693.0,3292.86,5392.71
2021-02-15,AK,Alaska,271550.0,183831,0.0,0.0,3292.86,4699.57
2021-02-16,AK,Alaska,271550.0,191008,0.0,7177.0,2092.86,5447.71
2021-02-17,AK,Alaska,271550.0,193617,0.0,2609.0,1607.14,5337.43
2021-02-18,AK,Alaska,271550.0,199151,0.0,5534.0,185.71,5268.29
2021-02-19,AK,Alaska,299935.0,216223,28385.0,17072.0,4083.57,6969.57
2021-02-20,AK,Alaska,299935.0,227403,0.0,11180.0,4055.0,7466.43
2021-02-21,AK,Alaska,299935.0,235141,0.0,7738.0,4055.0,7330.0
2021-02-22,AK,Alaska,299935.0,238279,0.0,3138.0,4055.0,7778.29
2021-02-23,AK,Alaska,304875.0,239927,4940.0,1648.0,4760.71,6988.43
2021-02-24,AK,Alaska,315765.0,243650,10890.0,3723.0,6316.43,7147.57
2021-02-25,AK,Alaska,319265.0,249559,3500.0,5909.0,6816.43,7201.14
2021-02-26,AK,Alaska,332415.0,254334,13150.0,4775.0,4640.0,5444.43
2021-02-27,AK,Alaska,342535.0,259538,10120.0,5204.0,6085.71,4590.71
2021-02-28,AK,Alaska,342535.0,264741,0.0,5203.0,6085.71,4228.57
2021-03-01,AK,Alaska,342535.0,268406,0.0,3665.0,6085.71,4303.86
2021-03-02,AK,Alaska,372725.0,269941,30190.0,1535.0,9692.86,4287.71
2021-03-03,AK,Alaska,399225.0,273350,26500.0,3409.0,11922.86,4242.86
2021-03-04,AK,Alaska,409125.0,276891,9900.0,3541.0,12837.14,3904.57
2021-03-05,AK,Alaska,421375.0,281467,12250.0,4576.0,12708.57,3876.14
2021-03-06,AK,Alaska,426715.0,288625,5340.0,7158.0,12025.71,4155.29
2021-03-07,AK,Alaska,426715.0,295046,0.0,6421.0,12025.71,4329.29
2021-03-08,AK,Alaska,426715.0,298144,0.0,3098.0,12025.71,4248.29
2021-03-09,AK,Alaska,430685.0,302687,3970.0,4543.0,8280.0,4678.0
2021-03-10,AK,Alaska,445125.0,307769,14440.0,5082.0,6557.14,4917.0
2021-03-11,AK,Alaska,462875.0,313365,17750.0,5596.0,7678.57,5210.57
2021-03-12,AK,Alaska,470325.0,318526,7450.0,5161.0,6992.86,5294.14
2021-03-13,AK,Alaska,472395.0,324271,2070.0,5745.0,6525.71,5092.29
2021-03-14,AK,Alaska,472395.0,333357,0.0,9086.0,6525.71,5473.0
2021-03-15,AK,Alaska,472395.0,337141,0.0,3784.0,6525.71,5571.0
2021-03-16,AK,Alaska,484795.0,339647,12400.0,2506.0,7730.0,5280.0
2021-03-17,AK,Alaska,499625.0,345987,14830.0,6340.0,7785.71,5459.71
2021-03-18,AK,Alaska,509025.0,351093,9400.0,5106.0,6592.86,5389.71
2021-03-19,AK,Alaska,514835.0,356055,5810.0,4962.0,6358.57,5361.29
2021-03-20,AK,Alaska,520685.0,362698,5850.0,6643.0,6898.57,5489.57
2021-03-21,AK,Alaska,520685.0,372435,0.0,9737.0,6898.57,5582.57
2021-03-22,AK,Alaska,520685.0,375590,0.0,3155.0,6898.57,5492.71
2021-03-23,AK,Alaska,529765.0,376555,9080.0,965.0,6424.29,5272.57
2021-03-24,AK,Alaska,540815.0,379296,11050.0,2741.0,5884.29,4758.43
2021-03-25,AK,Alaska,549315.0,384503,8500.0,5207.0,5755.71,4772.86
2021-03-26,AK,Alaska,568125.0,389775,18810.0,5272.0,7612.86,4817.14
2021-03-27,AK,Alaska,570465.0,395650,2340.0,5875.0,7111.43,4707.43
2021-03-28,AK,Alaska,570465.0,401502,0.0,5852.0,7111.43,4152.43
2021-03-29,AK,Alaska,570465.0,403284,0.0,1782.0,7111.43,3956.29
2021-03-30,AK,Alaska,572905.0,404339,2440.0,1055.0,6162.86,3969.14
2021-03-31,AK,Alaska,601225.0,407233,28320.0,2894.0,8630.0,3991.0
2021-04-01,AK,Alaska,615825.0,411529,14600.0,4296.0,9501.43,3860.86
2021-04-02,AK,Alaska,629315.0,415690,13490.0,4161.0,8741.43,3702.14
2021-04-03,AK,Alaska,636665.0,420238,7350.0,4548.0,9457.14,3512.57
2021-04-04,AK,Alaska,636665.0,428556,0.0,8318.0,9457.14,3864.86
2021-04-05,AK,Alaska,636665.0,431436,0.0,2880.0,9457.14,4021.71
2021-04-06,AK,Alaska,658125.0,432690,21460.0,1254.0,12174.29,4050.14
2021-04-07,AK,Alaska,684095.0,436681,25970.0,3991.0,11838.57,4206.86
2021-04-08,AK,Alaska,692995.0,443287,8900.0,6606.0,11024.29,4536.86
2021-04-09,AK,Alaska,703015.0,448337,10020.0,5050.0,10528.57,4663.86
2021-04-10,AK,Alaska,706185.0,455719,3170.0,7382.0,9931.43,5068.71
2021-04-11,AK,Alaska,706185.0,461286,0.0,5567.0,9931.43,4675.71
2021-04-12,AK,Alaska,706185.0,465250,0.0,3964.0,9931.43,4830.57
2021-04-13,AK,Alaska,717325.0,496015,11140.0,30765.0,8457.14,9046.43
2021-04-14,AK,Alaska,722835.0,499742,5510.0,3727.0,5534.29,9008.71
2021-04-15,AK,Alaska,729305.0,499815,6470.0,73.0,5187.14,8075.43
2021-04-16,AK,Alaska,735675.0,504860,6370.0,5045.0,4665.71,8074.71
2021-04-17,AK,Alaska,746705.0,509843,11030.0,4983.0,5788.57,7732.0
2021-04-18,AK,Alaska,746705.0,515501,0.0,5658.0,5788.57,7745.0
2021-04-19,AK,Alaska,746705.0,517521,0.0,2020.0,5788.57,7467.29
2021-04-20,AK,Alaska,746805.0,519030,100.0,1509.0,4211.43,3287.86
2021-04-21,AK,Alaska,749605.0,524758,2800.0,5728.0,3824.29,3573.71
2021-04-22,AK,Alaska,751205.0,530134,1600.0,5376.0,3128.57,4331.29
2021-04-23,AK,Alaska,756585.0,533546,5380.0,3412.0,2987.14,4098.0
2021-04-24,AK,Alaska,759125.0,536961,2540.0,3415.0,1774.29,3874.0
2021-04-25,AK,Alaska,759125.0,539630,0.0,2669.0,1774.29,3447.0
2021-04-26,AK,Alaska,759125.0,540565,0.0,935.0,1774.29,3292.0
2021-04-27,AK,Alaska,760525.0,541593,1400.0,1028.0,1960.0,3223.29
2021-04-28,AK,Alaska,765635.0,543274,5110.0,1681.0,2290.0,2645.14
2021-04-29,AK,Alaska,768205.0,550524,2570.0,7250.0,2428.57,2912.86
2021-04-30,AK,Alaska,769205.0,552792,1000.0,2268.0,1802.86,2749.43
2021-05-01,AK,Alaska,769205.0,560662,0.0,7870.0,1440.0,3385.86
2021-05-02,AK,Alaska,769205.0,562442,0.0,1780.0,1440.0,3258.86
2021-05-03,AK,Alaska,769205.0,562875,0.0,433.0,1440.0,3187.14
2021-05-04,AK,Alaska,772405.0,563184,3200.0,309.0,1697.14,3084.43
2021-05-05,AK,Alaska,774305.0,564720,1900.0,1536.0,1238.57,3063.71
2021-05-06,AK,Alaska,776005.0,567031,1700.0,2311.0,1114.29,2358.14
2021-05-07,AK,Alaska,777445.0,569040,1440.0,2009.0,1177.14,2321.14
2021-05-08,AK,Alaska,777945.0,571320,500.0,2280.0,1248.57,1522.57
2021-05-09,AK,Alaska,777945.0,571368,0.0,48.0,1248.57,1275.14
2021-05-10,AK,Alaska,777945.0,575174,0.0,3806.0,1248.57,1757.0
2021-05-11,AK,Alaska,781245.0,576062,3300.0,888.0,1262.86,1839.71
2021-05-12,AK,Alaska,790295.0,577317,9050.0,1255.0,2284.29,1799.57
2021-05-13,AK,Alaska,790995.0,578970,700.0,1653.0,2141.43,1705.57
2021-05-14,AK,Alaska,792055.0,580781,1060.0,1811.0,2087.14,1677.29
2021-05-15,AK,Alaska,792755.0,583641,700.0,2860.0,2115.71,1760.14
2021-05-16,AK,Alaska,792755.0,586727,0.0,3086.0,2115.71,2194.14
2021-05-17,AK,Alaska,792755.0,587406,0.0,679.0,2115.71,1747.43
2021-05-18,AK,Alaska,794195.0,587995,1440.0,589.0,1850.0,1704.71
2021-05-19,AK,Alaska,797805.0,590878,3610.0,2883.0,1072.86,1937.29
2021-05-20,AK,Alaska,799005.0,593159,1200.0,2281.0,1144.29,2027.0
2021-05-21,AK,Alaska,801405.0,595885,2400.0,2726.0,1335.71,2157.71
2021-05-22,AK,Alaska,802575.0,598449,1170.0,2564.0,1402.86,2115.43
2021-05-23,AK,Alaska,802575.0,601098,0.0,2649.0,1402.86,2053.0
2021-05-24,AK,Alaska,802575.0,601963,0.0,865.0,1402.86,2079.57
2021-05-25,AK,Alaska,805355.0,602501,2780.0,538.0,1594.29,2072.29
2021-05-26,AK,Alaska,805355.0,603860,0.0,1359.0,1078.57,1854.57
2021-05-27,AK,Alaska,805955.0,605559,600.0,1699.0,992.86,1771.43
2021-05-28,AK,Alaska,806055.0,607946,100.0,2387.0,664.29,1723.0
2021-05-29,AK,Alaska,806335.0,610038,280.0,2092.0,537.14,1655.57
2021-05-30,AK,Alaska,806335.0,611608,0.0,1570.0,537.14,1501.43
2021-01-04,AL,Alabama,159325.0,39564,,,,
2021-01-05,AL,Alabama,172000.0,40278,12675.0,714.0,,
2021-01-06,AL,Alabama,183900.0,43280,11900.0,3002.0,,
2021-01-07,AL,Alabama,245100.0,48888,61200.0,5608.0,,
2021-01-08,AL,Alabama,283200.0,57105,38100.0,8217.0,,
2021-01-09,AL,Alabama,283200.0,57105,0.0,0.0,,
2021-01-10,AL,Alabama,283200.0,57105,0.0,0.0,,
2021-01-11,AL,Alabama,326850.0,76528,43650.0,19423.0,23932.14,5280.57
2021-01-12,AL,Alabama,377025.0,78134,50175.0,1606.0,29289.29,5408.0
2021-01-13,AL,Alabama,378975.0,84040,1950.0,5906.0,27867.86,5822.86
2021-01-14,AL,Alabama,435350.0,92300,56375.0,8260.0,27178.57,6201.71
2021-01-15,AL,Alabama,444650.0,100567,9300.0,8267.0,23064.29,6208.86
2021-01-16,AL,Alabama,444650.0,100567,0.0,0.0,23064.29,6208.86
2021-01-17,AL,Alabama,444650.0,100567,0.0,0.0,23064.29,6208.86
2021-01-18,AL,Alabama,444650.0,100567,0.0,0.0,16828.57,3434.14
2021-01-19,AL,Alabama,444650.0,130795,0.0,30228.0,9660.71,7523.0
2021-01-20,AL,Alabama,483275.0,139200,38625.0,8405.0,14900.0,7880.0
2021-01-21,AL,Alabama,493125.0,165919,9850.0,26719.0,8253.57,10517.0
2021-01-22,AL,Alabama,519525.0,199314,26400.0,33395.0,10696.43,14106.71
2021-01-23,AL,Alabama,521225.0,221540,1700.0,22226.0,10939.29,17281.86
2021-01-24,AL,Alabama,521225.0,243737,0.0,22197.0,10939.29,20452.86
2021-01-25,AL,Alabama,521225.0,250612,0.0,6875.0,10939.29,21435.0
2021-01-26,AL,Alabama,569000.0,254959,47775.0,4347.0,17764.29,17737.71
2021-01-27,AL,Alabama,634000.0,266444,65000.0,11485.0,21532.14,18177.71
2021-01-28,AL,Alabama,655275.0,278993,21275.0,12549.0,23164.29,16153.43
2021-01-29,AL,Alabama,659400.0,300915,4125.0,21922.0,19982.14,14514.43
2021-01-30,AL,Alabama,659400.0,342436,0.0,41521.0,19739.29,17270.86
2021-01-31,AL,Alabama,659400.0,353974,0.0,11538.0,19739.29,15748.14
2021-02-01,AL,Alabama,659400.0,358280,0.0,4306.0,19739.29,15381.14
2021-02-02,AL,Alabama,680550.0,371882,21150.0,13602.0,15935.71,16703.29
2021-02-03,AL,Alabama,765150.0,388339,84600.0,16457.0,18735.71,17413.57
2021-02-04,AL,Alabama,799675.0,408428,34525.0,20089.0,20628.57,18490.71
2021-02-05,AL,Alabama,799875.0,430597,200.0,22169.0,20067.86,18526.0
2021-02-06,AL,Alabama,804100.0,455173,4225.0,24576.0,20671.43,16105.29
2021-02-07,AL,Alabama,804100.0,462332,0.0,7159.0,20671.43,15479.71
2021-02-08,AL,Alabama,804100.0,467636,0.0,5304.0,20671.43,15622.29
2021-02-09,AL,Alabama,823600.0,490969,19500.0,23333.0,20435.71,17012.43
2021-02-10,AL,Alabama,861175.0,515802,37575.0,24833.0,13717.86,18209.0
2021-02-11,AL,Alabama,911875.0,543237,50700.0,27435.0,16028.57,19258.43
2021-02-12,AL,Alabama,936200.0,571115,24325.0,27878.0,19475.0,20074.0
2021-02-13,AL,Alabama,963600.0,601159,27400.0,30044.0,22785.71,20855.14
2021-02-14,AL,Alabama,965550.0,612254,1950.0,11095.0,23064.29,21417.43
2021-02-15,AL,Alabama,965550.0,612254,0.0,0.0,23064.29,20659.71
2021-02-16,AL,Alabama,1015775.0,636682,50225.0,24428.0,27453.57,20816.14
2021-02-17,AL,Alabama,1032175.0,650020,16400.0,13338.0,24428.57,19174.0
2021-02-18,AL,Alabama,1032175.0,672038,0.0,22018.0,17185.71,18400.14
2021-02-19,AL,Alabama,1077600.0,739132,45425.0,67094.0,20200.0,24002.43
2021-02-20,AL,Alabama,1078800.0,776936,1200.0,37804.0,16457.14,25111.0
2021-02-21,AL,Alabama,1082100.0,788613,3300.0,11677.0,16650.0,25194.14
2021-02-22,AL,Alabama,1082100.0,793614,0.0,5001.0,16650.0,25908.57
2021-02-23,AL,Alabama,1084440.0,815108,2340.0,21494.0,9809.29,25489.43
2021-02-24,AL,Alabama,1138650.0,839703,54210.0,24595.0,15210.71,27097.57
2021-02-25,AL,Alabama,1170120.0,864757,31470.0,25054.0,19706.43,27531.29
2021-02-26,AL,Alabama,1380380.0,893859,210260.0,29102.0,43254.29,22103.86
2021-02-27,AL,Alabama,1402180.0,931090,21800.0,37231.0,46197.14,22022.0
2021-02-28,AL,Alabama,1402280.0,942502,100.0,11412.0,45740.0,21984.14
2021-03-01,AL,Alabama,1402280.0,948393,0.0,5891.0,45740.0,22111.29
2021-03-02,AL,Alabama,1461320.0,972161,59040.0,23768.0,53840.0,22436.14
2021-03-03,AL,Alabama,1469100.0,1000031,7780.0,27870.0,47207.14,22904.0
2021-03-04,AL,Alabama,1530470.0,1032171,61370.0,32140.0,51478.57,23916.29
2021-03-05,AL,Alabama,1556460.0,1064578,25990.0,32407.0,25154.29,24388.43
2021-03-06,AL,Alabama,1628350.0,1099697,71890.0,35119.0,32310.0,24086.71
2021-03-07,AL,Alabama,1628350.0,1110132,0.0,10435.0,32295.71,23947.14
2021-03-08,AL,Alabama,1628350.0,1116676,0.0,6544.0,32295.71,24040.43
2021-03-09,AL,Alabama,1689050.0,1140984,60700.0,24308.0,32532.86,24117.57
2021-03-10,AL,Alabama,1775660.0,1173820,86610.0,32836.0,43794.29,24827.0
2021-03-11,AL,Alabama,1816230.0,1209802,40570.0,35982.0,40822.86,25375.86
2021-03-12,AL,Alabama,1838400.0,1249205,22170.0,39403.0,40277.14,26375.29
2021-03-13,AL,Alabama,1918560.0,1288242,80160.0,39037.0,41458.57,26935.0
2021-03-14,AL,Alabama,1918560.0,1298612,0.0,10370.0,41458.57,26925.71
2021-03-15,AL,Alabama,1918560.0,1306419,0.0,7807.0,41458.57,27106.14
2021-03-16,AL,Alabama,2004160.0,1332298,85600.0,25879.0,45015.71,27330.57
2021-03-17,AL,Alabama,2080870.0,1363987,76710.0,31689.0,43601.43,27166.71
2021-03-18,AL,Alabama,2118650.0,1390066,37780.0,26079.0,43202.86,25752.0
2021-03-19,AL,Alabama,2141210.0,1426696,22560.0,36630.0,43258.57,25355.86
2021-03-20,AL,Alabama,2177880.0,1460782,36670.0,34086.0,37045.71,24648.57
2021-03-21,AL,Alabama,2177880.0,1472666,0.0,11884.0,37045.71,24864.86
2021-03-22,AL,Alabama,2177880.0,1479271,0.0,6605.0,37045.71,24693.14
2021-03-23,AL,Alabama,2275030.0,1509445,97150.0,30174.0,38695.71,25306.71
2021-03-24,AL,Alabama,2403720.0,1542416,128690.0,32971.0,46121.43,25489.86
2021-03-25,AL,Alabama,2459980.0,1579091,56260.0,36675.0,48761.43,27003.57
2021-03-26,AL,Alabama,2497410.0,1611404,37430.0,32313.0,50885.71,26386.86
2021-03-27,AL,Alabama,2535880.0,1645858,38470.0,34454.0,51142.86,26439.43
2021-03-28,AL,Alabama,2537050.0,1659102,1170.0,13244.0,51310.0,26633.71
2021-03-29,AL,Alabama,2537050.0,1666585,0.0,7483.0,51310.0,26759.14
2021-03-30,AL,Alabama,2722700.0,1697641,185650.0,31056.0,63952.86,26885.14
2021-03-31,AL,Alabama,2796630.0,1728736,73930.0,31095.0,56130.0,26617.14
2021-04-01,AL,Alabama,2839540.0,1771979,42910.0,43243.0,54222.86,27555.43
2021-04-02,AL,Alabama,2872410.0,1813462,32870.0,41483.0,53571.43,28865.43
2021-04-03,AL,Alabama,2891780.0,1847243,19370.0,33781.0,50842.86,28769.29
2021-04-04,AL,Alabama,2892950.0,1858833,1170.0,11590.0,50842.86,28533.0
2021-04-05,AL,Alabama,2892950.0,1864857,0.0,6024.0,50842.86,28324.57
2021-04-06,AL,Alabama,3106870.0,1896920,213920.0,32063.0,54881.43,28468.43
2021-04-07,AL,Alabama,3149910.0,1935221,43040.0,38301.0,50468.57,29497.86
2021-04-08,AL,Alabama,3170520.0,1976344,20610.0,41123.0,47282.86,29195.0
2021-04-09,AL,Alabama,3248260.0,2021334,77740.0,44990.0,53692.86,29696.0
2021-04-10,AL,Alabama,3278980.0,2065327,30720.0,43993.0,55314.29,31154.86
2021-04-11,AL,Alabama,3278980.0,2082605,0.0,17278.0,55147.14,31967.43
2021-04-12,AL,Alabama,3278980.0,2092489,0.0,9884.0,55147.14,32518.86
2021-04-13,AL,Alabama,3358930.0,2127317,79950.0,34828.0,36008.57,32913.86
2021-04-14,AL,Alabama,3493380.0,2168891,134450.0,41574.0,49067.14,33381.43
2021-04-15,AL,Alabama,3516420.0,2207392,23040.0,38501.0,49414.29,33006.86
2021-04-16,AL,Alabama,3531670.0,2245574,15250.0,38182.0,40487.14,32034.29
2021-04-17,AL,Alabama,3664640.0,2280686,132970.0,35112.0,55094.29,30765.57
2021-04-18,AL,Alabama,3664740.0,2292276,100.0,11590.0,55108.57,29953.0
2021-04-19,AL,Alabama,3664740.0,2297563,0.0,5287.0,55108.57,29296.29
2021-04-20,AL,Alabama,3761730.0,2327764,96990.0,30201.0,57542.86,28635.29
2021-04-21,AL,Alabama,3796070.0,2360527,34340.0,32763.0,43241.43,27376.57
2021-04-22,AL,Alabama,3825010.0,2394304,28940.0,33777.0,44084.29,26701.71
2021-04-23,AL,Alabama,3898820.0,2429629,73810.0,35325.0,52450.0,26293.57
2021-04-24,AL,Alabama,3960530.0,2461510,61710.0,31881.0,42270.0,25832.0
2021-04-25,AL,Alabama,3960530.0,2471409,0.0,9899.0,42255.71,25590.43
2021-04-26,AL,Alabama,3960530.0,2478227,0.0,6818.0,42255.71,25809.14
2021-04-27,AL,Alabama,4009430.0,2499694,48900.0,21467.0,35385.71,24561.43
2021-04-28,AL,Alabama,4033570.0,2527815,24140.0,28121.0,33928.57,23898.29
2021-04-29,AL,Alabama,4042070.0,2559938,8500.0,32123.0,31008.57,23662.0
2021-04-30,AL,Alabama,4088030.0,2591163,45960.0,31225.0,27030.0,23076.29
2021-05-01,AL,Alabama,4130550.0,2617405,42520.0,26242.0,24288.57,22270.71
2021-05-02,AL,Alabama,4130550.0,2622717,0.0,5312.0,24288.57,21615.43
2021-05-03,AL,Alabama,4130550.0,2627322,0.0,4605.0,24288.57,21299.29
2021-05-04,AL,Alabama,4145390.0,2644674,14840.0,17352.0,19422.86,20711.43
2021-05-05,AL,Alabama,4187860.0,2670926,42470.0,26252.0,22041.43,20444.43
2021-05-06,AL,Alabama,4225140.0,2673181,37280.0,2255.0,26152.86,16177.57
2021-05-07,AL,Alabama,4241420.0,2726356,16280.0,53175.0,21912.86,19313.29
2021-05-08,AL,Alabama,4277330.0,2758021,35910.0,31665.0,20968.57,20088.0
2021-05-09,AL,Alabama,4277330.0,2768204,0.0,10183.0,20968.57,20783.86
2021-05-10,AL,Alabama,4277330.0,2773615,0.0,5411.0,20968.57,20899.0
2021-05-11,AL,Alabama,4295160.0,2773902,17830.0,287.0,21395.71,18461.14
2021-05-12,AL,Alabama,4311320.0,2791631,16160.0,17729.0,17637.14,17243.57
2021-05-13,AL,Alabama,4322400.0,2831853,11080.0,40222.0,13894.29,22667.43
2021-05-14,AL,Alabama,4348790.0,2859591,26390.0,27738.0,15338.57,19033.57
2021-05-15,AL,Alabama,4373130.0,2881314,24340.0,21723.0,13685.71,17613.29
2021-05-16,AL,Alabama,4373130.0,2886106,0.0,4792.0,13685.71,16843.14
2021-05-17,AL,Alabama,4373130.0,2886153,0.0,47.0,13685.71,16076.86
2021-05-18,AL,Alabama,4389040.0,2905553,15910.0,19400.0,13411.43,18807.29
2021-05-19,AL,Alabama,4393980.0,2906102,4940.0,549.0,11808.57,16353.0
2021-05-20,AL,Alabama,4415280.0,2939161,21300.0,33059.0,13268.57,15329.71
2021-05-21,AL,Alabama,4449370.0,2945488,34090.0,6327.0,14368.57,12271.0
2021-05-22,AL,Alabama,4476640.0,2962661,27270.0,17173.0,14787.14,11621.0
2021-05-23,AL,Alabama,4476640.0,2981931,0.0,19270.0,14787.14,13689.29
2021-05-24,AL,Alabama,4476640.0,2982081,0.0,150.0,14787.14,13704.0
2021-05-25,AL,Alabama,4484660.0,2996346,8020.0,14265.0,13660.0,12970.43
2021-05-26,AL,Alabama,4501400.0,3002607,16740.0,6261.0,15345.71,13786.43
2021-05-27,AL,Alabama,4520480.0,3007387,19080.0,4780.0,15028.57,9746.57
2021-05-28,AL,Alabama,4523700.0,3016803,3220.0,9416.0,10618.57,10187.86
2021-05-29,AL,Alabama,4578590.0,3020540,54890.0,3737.0,14564.29,8268.43
2021-05-30,AL,Alabama,4578590.0,3021454,0.0,914.0,14564.29,5646.14
2021-01-04,AR,Arkansas,139400.0,40899,,,,
2021-01-05,AR,Arkansas,152175.0,40899,12775.0,0.0,,
2021-01-06,AR,Arkansas,170700.0,40899,18525.0,0.0,,
2021-01-07,AR,Arkansas,212700.0,40899,42000.0,0.0,,
2021-01-08,AR,Arkansas,225100.0,40899,12400.0,0.0,,
2021-01-09,AR,Arkansas,225100.0,40899,0.0,0.0,,
2021-01-10,AR,Arkansas,225100.0,40899,0.0,0.0,,
2021-01-11,AR,Arkansas,250200.0,40879,25100.0,-20.0,15828.57,-2.86
2021-01-12,AR,Arkansas,274400.0,40879,24200.0,0.0,17460.71,-2.86
2021-01-13,AR,Arkansas,297800.0,94854,23400.0,53975.0,18157.14,7707.86
2021-01-14,AR,Arkansas,297800.0,108316,0.0,13462.0,12157.14,9631.0
2021-01-15,AR,Arkansas,297800.0,118338,0.0,10022.0,10385.71,11062.71
2021-01-16,AR,Arkansas,297800.0,118338,0.0,0.0,10385.71,11062.71
2021-01-17,AR,Arkansas,297800.0,118338,0.0,0.0,10385.71,11062.71
2021-01-18,AR,Arkansas,297800.0,118338,0.0,0.0,6800.0,11065.57
2021-01-19,AR,Arkansas,297800.0,142337,0.0,23999.0,3342.86,14494.0
2021-01-20,AR,Arkansas,334825.0,173312,37025.0,30975.0,5289.29,11208.29
2021-01-21,AR,Arkansas,361550.0,173312,26725.0,0.0,9107.14,9285.14
2021-01-22,AR,Arkansas,362050.0,201676,500.0,28364.0,9178.57,11905.43
2021-01-23,AR,Arkansas,368650.0,201676,6600.0,0.0,10121.43,11905.43
2021-01-24,AR,Arkansas,368650.0,214240,0.0,12564.0,10121.43,13700.29
2021-01-25,AR,Arkansas,368650.0,221095,0.0,6855.0,10121.43,14679.57
2021-01-26,AR,Arkansas,394775.0,236290,26125.0,15195.0,13853.57,13421.86
2021-01-27,AR,Arkansas,406175.0,252824,11400.0,16534.0,10192.86,11358.86
2021-01-28,AR,Arkansas,453300.0,252824,47125.0,0.0,13107.14,11358.86
2021-01-29,AR,Arkansas,453500.0,269993,200.0,17169.0,13064.29,9759.57
2021-01-30,AR,Arkansas,453700.0,288651,200.0,18658.0,12150.0,12425.0
2021-01-31,AR,Arkansas,453700.0,303793,0.0,15142.0,12150.0,12793.29
2021-02-01,AR,Arkansas,453700.0,311230,0.0,7437.0,12150.0,12876.43
2021-02-02,AR,Arkansas,467800.0,314470,14100.0,3240.0,10432.14,11168.57
2021-02-03,AR,Arkansas,499325.0,322447,31525.0,7977.0,13307.14,9946.14
2021-02-04,AR,Arkansas,516925.0,338227,17600.0,15780.0,9089.29,12200.43
